gram;vector;code
Pro 64bit 4;[8, 7, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0];0
64bit 4 GB;[9, 6, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
4 GB RAM;[10, 5, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB RAM 320;[11, 4, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
RAM 320 GB;[12, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
320 GB HDD;[13, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB HDD Vology;[14, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Lenovo ThinkPad X230;[0, 17, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
ThinkPad X230 2324;[1, 16, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];1
X230 2324 125;[2, 15, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
2324 125 Core;[3, 14, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
125 Core i5;[4, 13, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Core i5 3320M;[5, 12, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
i5 3320M Windows;[6, 11, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
3320M Windows 8;[7, 10, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 8 Pro;[8, 9, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
8 Pro 64bit;[9, 8, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
Pro 64bit 4;[10, 7, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0];0
64bit 4 GB;[11, 6, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
4 GB RAM;[12, 5, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB RAM 180;[13, 4, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
RAM 180 GB;[14, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
180 GB SSD;[15, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB SSD Vology;[16, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Dell Inspiron 17R;[0, 18, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0];1
Inspiron 17R I5735;[1, 17, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
17R I5735 17;[2, 16, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
I5735 17 3;[3, 15, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0];0
17 3 HD;[4, 14, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0];0
3 HD A8;[5, 13, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0];0
HD A8 5545M;[6, 12, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0];0
A8 5545M 1;[7, 11, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
5545M 1 7GHz;[8, 10, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
1 7GHz 8GB;[9, 9, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
7GHz 8GB RAM;[10, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
8GB RAM 1TB;[11, 7, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0];0
RAM 1TB HDD;[12, 6, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0];0
1TB HDD Win;[13, 5, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0];0
HDD Win 8;[14, 4, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
Win 8 1;[15, 3, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
8 1 Laptop;[16, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
1 Laptop eBay;[17, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
HP EliteBook 8540w;[0, 14, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];1
EliteBook 8540w Core;[1, 13, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
8540w Core i7;[2, 12, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Core i7 2;[3, 11, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
i7 2 67GHz;[4, 10, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
2 67GHz 4GB;[5, 9, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
67GHz 4GB 320GB;[6, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
4GB 320GB Webcam;[7, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
320GB Webcam Win;[8, 6, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0];0
Webcam Win 7;[9, 5, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
Win 7 NVIDIA;[10, 4, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
7 NVIDIA Gaming;[11, 3, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
NVIDIA Gaming Laptop;[12, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
Gaming Laptop eBay;[13, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0];0
Best Acer Aspire;[0, 10, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Acer Aspire V5573P54208G1Taiii54200U8GB1;[1, 9, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
Aspire V5573P54208G1Taiii54200U8GB1 TB;[2, 8, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0];0
V5573P54208G1Taiii54200U8GB1 TB HDDWin;[3, 7, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0];0
TB HDDWin 81156;[4, 6, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
HDDWin 81156 Touchscreen;[5, 5, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
81156 Touchscreen LED;[6, 4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Touchscreen LED Notebook;[7, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
LED Notebook TopEndElectronics;[8, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Notebook TopEndElectronics UK;[9, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Acer Aspire 57426838;[0, 7, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0];1
Aspire 57426838 156;[1, 6, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
57426838 156 Notebook;[2, 5, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
156 Notebook on;[3, 4, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Notebook on sale;[4, 3, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
on sale for;[5, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
sale for 83843;[6, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
Acer Aspire V512312104G50nkk;[0, 18, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
Aspire V512312104G50nkk 116;[1, 17, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
V512312104G50nkk 116 LED;[2, 16, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
116 LED ComfyView;[3, 15, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED ComfyView Notebook;[4, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
ComfyView Notebook AMD;[5, 13, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Notebook AMD ESeries;[6, 12, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
AMD ESeries E12100;[7, 11, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];0
ESeries E12100 1;[8, 10, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
E12100 1 GHz;[9, 9, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
1 GHz Black;[10, 8, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
GHz Black NXMFQAA005;[11, 7, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0];0
Black NXMFQAA005 Laptops;[12, 6, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];0
NXMFQAA005 Laptops Notebooks;[13, 5, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Laptops Notebooks ACER;[14, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Notebooks ACER Laptops;[15, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
ACER Laptops Notebooks;[16, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Laptops Notebooks TheNerdsnet;[17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Lenovo ThinkPad X230;[0, 17, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
ThinkPad X230 2324;[1, 16, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];1
X230 2324 125;[2, 15, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
2324 125 Core;[3, 14, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
125 Core i5;[4, 13, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Core i5 3320M;[5, 12, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
i5 3320M Windows;[6, 11, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
3320M Windows 8;[7, 10, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 8 Pro;[8, 9, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
8 Pro 64bit;[9, 8, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
Pro 64bit 4;[10, 7, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0];0
64bit 4 GB;[11, 6, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
4 GB RAM;[12, 5, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB RAM 180;[13, 4, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
RAM 180 GB;[14, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
180 GB SSD;[15, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB SSD Vology;[16, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Lenovo ThinkPad X230;[0, 15, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
ThinkPad X230 2325L44;[1, 14, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];1
X230 2325L44 i5;[2, 13, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
2325L44 i5 3380M;[3, 12, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
i5 3380M 2;[4, 11, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
3380M 2 9GHz;[5, 10, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
2 9GHz 8GB;[6, 9, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
9GHz 8GB 128GB;[7, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
8GB 128GB SSD;[8, 7, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0];0
128GB SSD 12;[9, 6, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
SSD 12 5;[10, 5, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
12 5 034;[11, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
5 034 Intel;[12, 3, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
034 Intel HD4000;[13, 2, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0];0
Intel HD4000 eBay;[14, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
Amazoncom Hp 15Series;[0, 9, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
Hp 15Series 15F009Wm;[1, 8, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0];1
15Series 15F009Wm Laptop;[2, 7, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
15F009Wm Laptop AmdE12100E1X210Glv;[3, 6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
Laptop AmdE12100E1X210Glv 4Gb1Dimm;[4, 5, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
AmdE12100E1X210Glv 4Gb1Dimm 500Gb5400Rpm;[5, 4, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1];0
4Gb1Dimm 500Gb5400Rpm M;[6, 3, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
500Gb5400Rpm M Computers;[7, 2, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
M Computers Accessories;[8, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Lenovo ThinkPad X230;[0, 22, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
ThinkPad X230 2320;[1, 21, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];1
X230 2320 125;[2, 20, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
2320 125 Core;[3, 19, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
125 Core i5;[4, 18, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Core i5 3320M;[5, 17, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
i5 3320M Windows;[6, 16, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
3320M Windows 8;[7, 15, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 8 Pro;[8, 14, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
8 Pro 64bit;[9, 13, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
Pro 64bit Windows;[10, 12, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
64bit Windows 7;[11, 11, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 7 Pro;[12, 10, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
7 Pro 64bit;[13, 9, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
Pro 64bit downgrade;[14, 8, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0];0
64bit downgrade 4;[15, 7, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
downgrade 4 GB;[16, 6, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
4 GB RAM;[17, 5, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB RAM 320;[18, 4, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
RAM 320 GB;[19, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
320 GB HDD;[20, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB HDD Vology;[21, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Best HP EliteBook2570pD8E76UTi53340M4GB500GBHDDwin;[0, 6, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0];0
HP EliteBook2570pD8E76UTi53340M4GB500GBHDDwin 7125;[1, 5, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0];1
EliteBook2570pD8E76UTi53340M4GB500GBHDDwin 7125 LED;[2, 4, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
7125 LED Notebook;[3, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
LED Notebook TopEndElectronics;[4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Notebook TopEndElectronics UK;[5, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
HP C6Z58UT EliteBook;[0, 5, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];1
C6Z58UT EliteBook 8570P;[1, 4, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
EliteBook 8570P 156;[2, 3, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
8570P 156 Notebook;[3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
156 Notebook Vology;[4, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
Asus ZENBOOK UX301LADH51T;[0, 32, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
ZENBOOK UX301LADH51T 133;[1, 31, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
UX301LADH51T 133 Touchscreen;[2, 30, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
133 Touchscreen Ultrabook;[3, 29, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Touchscreen Ultrabook Intel;[4, 28, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
Ultrabook Intel Core;[5, 27, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
Intel Core I5;[6, 26, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0];0
Core I5 I54200U;[7, 25, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
I5 I54200U 160;[8, 24, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
I54200U 160 GHz;[9, 23, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
160 GHz Blue;[10, 22, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
GHz Blue 8;[11, 21, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Blue 8 GB;[12, 20, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
8 GB RAM;[13, 19, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB RAM 256;[14, 18, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
RAM 256 GB;[15, 17, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
256 GB SSD;[16, 16, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB SSD Intel;[17, 15, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
SSD Intel HD;[18, 14, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0];0
Intel HD 4400;[19, 13, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
HD 4400 Windows;[20, 12, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
4400 Windows 8;[21, 11, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Windows 8 64bit;[22, 10, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
8 64bit 2560;[23, 9, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
64bit 2560 X;[24, 8, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
2560 X 1440;[25, 7, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
X 1440 Display;[26, 6, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
1440 Display Bluetooth;[27, 5, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
Display Bluetooth Price;[28, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Bluetooth Price Comparison;[29, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Price Comparison at;[30, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Comparison at Buynet;[31, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Acer Extensa EX5620;[0, 15, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
Extensa EX5620 4025;[1, 14, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
EX5620 4025 15;[2, 13, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
4025 15 4;[3, 12, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
15 4 120;[4, 11, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];0
4 120 GB;[5, 10, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
120 GB Intel;[6, 9, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
GB Intel T8300;[7, 8, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
Intel T8300 Core2Duo;[8, 7, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0];0
T8300 Core2Duo 2;[9, 6, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
Core2Duo 2 4;[10, 5, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
2 4 GHz;[11, 4, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0];0
4 GHz 2GB;[12, 3, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
GHz 2GB RAM;[13, 2, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
2GB RAM eBay;[14, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0];0
Best Acer Aspire;[0, 9, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0];0
Acer Aspire V5132P10194G50nssCeleron;[1, 8, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
Aspire V5132P10194G50nssCeleron 1019Y4GB500GB;[2, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
V5132P10194G50nssCeleron 1019Y4GB500GB HDDWin;[3, 6, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
1019Y4GB500GB HDDWin 8116Touchscreen;[4, 5, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
HDDWin 8116Touchscreen LED;[5, 4, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
8116Touchscreen LED Notebook;[6, 3, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
LED Notebook TopEndElectronics;[7, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Notebook TopEndElectronics UK;[8, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Amazoncom Acer Aspire;[0, 8, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];0
Acer Aspire E3111C5GL;[1, 7, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
Aspire E3111C5GL 116Inch;[2, 6, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
E3111C5GL 116Inch Laptop;[3, 5, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
116Inch Laptop Cool;[4, 4, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Laptop Cool Silver;[5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0
Cool Silver Computers;[6, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Silver Computers Accessories;[7, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
239 HP 15g070nr;[0, 5, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
HP 15g070nr HP;[1, 4, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];1
15g070nr HP 15g070nr;[2, 3, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
HP 15g070nr Notebook;[3, 2, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];0
15g070nr Notebook PC;[4, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0];0
HP EliteBook 8540w;[0, 15, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];1
EliteBook 8540w Core;[1, 14, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
8540w Core i7;[2, 13, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Core i7 2;[3, 12, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
i7 2 67GHz;[4, 11, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
2 67GHz 4GB;[5, 10, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0];0
67GHz 4GB 320GB;[6, 9, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
4GB 320GB Gaming;[7, 8, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
320GB Gaming Laptop;[8, 7, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Gaming Laptop w;[9, 6, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
Laptop w Win;[10, 5, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];0
w Win 7;[11, 4, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
Win 7 Install;[12, 3, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0];0
7 Install CD;[13, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0];0
Install CD eBay;[14, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0];0
HP EliteBook 9470M;[0, 13, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0];1
EliteBook 9470M Core;[1, 12, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0];0
9470M Core i5;[2, 11, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Core i5 3427U;[3, 10, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
i5 3427U 1;[4, 9, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
3427U 1 8GHz;[5, 8, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
1 8GHz 4GB;[6, 7, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
8GHz 4GB 180GB;[7, 6, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
4GB 180GB W7PRO64;[8, 5, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1];0
180GB W7PRO64 14in;[9, 4, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1];0
W7PRO64 14in Laptop;[10, 3, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
14in Laptop ULN;[11, 2, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
Laptop ULN eBay;[12, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0];0
Lenovo ThinkPad X230;[0, 22, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
ThinkPad X230 2324;[1, 21, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];1
X230 2324 125;[2, 20, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0];0
2324 125 Core;[3, 19, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0];0
125 Core i5;[4, 18, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Core i5 3320M;[5, 17, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
i5 3320M Windows;[6, 16, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0];0
3320M Windows 8;[7, 15, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 8 Pro;[8, 14, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
8 Pro 64bit;[9, 13, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
Pro 64bit Windows;[10, 12, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0];0
64bit Windows 7;[11, 11, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0];0
Windows 7 Pro;[12, 10, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0];0
7 Pro 64bit;[13, 9, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0];0
Pro 64bit downgrade;[14, 8, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0];0
64bit downgrade 4;[15, 7, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0];0
downgrade 4 GB;[16, 6, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
4 GB RAM;[17, 5, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
GB RAM 500;[18, 4, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
RAM 500 GB;[19, 3, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0];0
